Abricate_accession	Abricate_gene	gene family	product name	class	subclass	refseq protein	refseq nucleotide
A7J11_04772	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_047139664.1	NG_052469.1
A7J11_04775	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_048234935.1	NG_052472.1
A7J11_04776	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_048325528.1	NG_052187.1
A7J11_04778	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_049443010.1	NG_052189.1
A7J11_04793	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_053518652.1	NG_052204.1
A7J11_04794	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_030403494.1	NG_052205.1
A7J11_04795	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_053638058.1	NG_052206.1
A7J11_04810	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_049031504.1	NG_052221.1
A7J11_04751	aac(6')	aac(6')	aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_071846333.1	NG_052419.1
A7J11_01943	aac(6')-32	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_032491968.1	NG_047266.1
A7J11_02408	aac(6')-33	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-33	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_015059044.1	NG_047267.1
A7J11_01148	aac(6')-I30	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-I30	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840274.1	NG_047268.1
A7J11_01320	aac(6')-Iae	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_003159545.1	NG_047277.1
A7J11_02379	aac(6')-Iaf	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840278.1	NG_047278.1
A7J11_02231	aac(6')-Iai	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840279.1	NG_047279.1
A7J11_03819	aac(6')-Iaj	aac(6')	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_069174568.1	NG_051491.1
A7J11_03050	aac(6')-Ial	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Ial	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_016930164.1	NG_047281.1
A7J11_00458	aac(6')-Ic	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Ic	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_033649026.1	NG_047294.1
A7J11_00686	aac(6')-Ii	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Ii	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_008265821.1	NG_047298.1
A7J11_01341	aac(6')-Iid	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Iid	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_010720790.1	NG_047299.1
A7J11_01342	aac(6')-Iih	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Iih	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_005880220.1	NG_047300.1
A7J11_01363	aac(6')-Isa	aac(6')	aminoglycoside N-acetyltransferase AAC(6')-Isa	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_016575755.1	NG_047311.1
A7J11_04555	aacA16	aac(6')	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_001109644.1	NG_052380.1
A7J11_04612	aacA47	aac(6')	aminoglycoside 6'-N-acetyltransferase AacA47	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_041550454.1	NG_052259.1
A7J11_03820	aacA56	aac(6')	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_045890872.1	NG_051492.1
A7J11_04809	aac(6')-29	aac(6')-29	aminoglycoside 6'-N-acetyltransferase AAC(6')-29	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_039110076.1	NG_052220.1
A7J11_00605	aac(6')-29a	aac(6')-29	aminoglycoside N-acetyltransferase AAC(6')-29a	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_064190968.1	NG_048575.1
A7J11_00781	aac(6')-29b	aac(6')-29	aminoglycoside N-acetyltransferase AAC(6')-29b	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_064190969.1	NG_048576.1
A7J11_03861	aac(6')-30	aac(6')-30	aminoglycoside 6'-N-acetyltransferase AAC(6')-30	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_051645529.1	NG_051559.1
A7J11_04799	aac(6')-31	aac(6')-31	aminoglycoside N-acetyltransferase AAC(6')-31	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_054914207.1	NG_052210.1
A7J11_04803	aac(6')-31	aac(6')-31	aminoglycoside N-acetyltransferase AAC(6')-31	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_058124867.1	NG_052214.1
A7J11_01804	aac(6')-31	aac(6')-31	aminoglycoside N-acetyltransferase AAC(6')-31	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_044424439.1	NG_047265.1
A7J11_06031	aac(6')-35	aac(6')-35	aminoglycoside 6'-N-acetyltransferase AAC(6')-35	AMINOGLYCOSIDE	KANAMYCIN	WP_087349651.1	NG_063816.1
A7J11_04608	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_017395772.1	NG_052255.1
A7J11_04638	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_032880374.1	NG_052531.1
A7J11_04805	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846216.1	NG_052216.1
A7J11_04513	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_008940904.1	NG_052523.1
A7J11_04611	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_009510932.1	NG_052258.1
A7J11_04624	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_004670361.1	NG_052394.1
A7J11_04625	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_004770322.1	NG_052395.1
A7J11_04626	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_004801433.1	NG_052396.1
A7J11_04627	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005062866.1	NG_052397.1
A7J11_04628	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005091170.1	NG_052398.1
A7J11_04629	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005145021.1	NG_052399.1
A7J11_04630	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005197871.1	NG_052400.1
A7J11_04631	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005184197.1	NG_052401.1
A7J11_04632	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005243483.1	NG_052525.1
A7J11_04633	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005259042.1	NG_052526.1
A7J11_04634	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005269797.1	NG_052527.1
A7J11_04635	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005288246.1	NG_052528.1
A7J11_04636	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005202238.1	NG_052529.1
A7J11_04649	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_016162901.1	NG_052166.1
A7J11_04707	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_032874497.1	NG_052457.1
A7J11_04708	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_032870384.1	NG_052458.1
A7J11_04753	aac(6')-I	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_047426753.1	NG_052421.1
A7J11_00498	aac(6')-Ig	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ig	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005081764.1	NG_047296.1
A7J11_00793	aac(6')-Ih	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ih	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_016541245.1	NG_047297.1
A7J11_00642	aac(6')-Ij	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ij	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_016651650.1	NG_047301.1
A7J11_00880	aac(6')-Ik	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ik	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840323.1	NG_047302.1
A7J11_00930	aac(6')-Ir	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ir	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840327.1	NG_047309.1
A7J11_00260	aac(6')-Is	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Is	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840328.1	NG_047310.1
A7J11_00156	aac(6')-It	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-It	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840329.1	NG_047312.1
A7J11_00687	aac(6')-Iu	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Iu	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005208202.1	NG_047313.1
A7J11_00433	aac(6')-Iv	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Iv	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_004652049.1	NG_047314.1
A7J11_00979	aac(6')-Iw	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Iw	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_005296085.1	NG_047315.1
A7J11_00619	aac(6')-Ix	aac(6')-I	aminoglycoside N-acetyltransferase AAC(6')-Ix	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840330.1	NG_047316.1
A7J11_00731	aac(6')-IIb	aac(6')-II	aminoglycoside N-acetyltransferase AAC(6')-IIb	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_063840276.1	NG_047272.1
A7J11_01408	aacA35	aac(6')-II	AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_024437054.1	NG_047269.1
A7J11_00954	aac(6')-IIa	aac(6')-IIa	aminoglycoside N-acetyltransferase AAC(6')-IIa	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_023622803.1	NG_047270.1
A7J11_04524	aac(6')-IIa	aac(6')-IIa	aminoglycoside N-acetyltransferase AAC(6')-IIa	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_071846189.1	NG_052142.1
A7J11_04575	aac(6')-IIa	aac(6')-IIa	aminoglycoside N-acetyltransferase AAC(6')-IIa	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_071846374.1	NG_052505.1
A7J11_00536	aac(6')-IIc	aac(6')-IIc	aminoglycoside N-acetyltransferase AAC(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_012695484.1	NG_047273.1
A7J11_04765	aac(6')-IIc	aac(6')-IIc	aminoglycoside N-acetyltransferase AAC(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_045332676.1	NG_052462.1
A7J11_04089	aac(6')-Ia	aac(6')-Ia	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_013136949.1	NG_051679.1
A7J11_01017	aac(6')-Ia	aac(6')-Ia	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_032489895.1	NG_047275.1
A7J11_04806	aac(6')-Ia	aac(6')-Ia	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_058677876.1	NG_052217.1
A7J11_01298	aac(6')-Iad	aac(6')-Iad	aminoglycoside N-acetyltransferase AAC(6')-Iad	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	WP_063840277.1	NG_047276.1
A7J11_04786	aac(6')-Iak	aac(6')-Iak	aminoglycoside N-acetyltransferase AAC(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_049468785.1	NG_052197.1
A7J11_03180	aac(6')-Iak	aac(6')-Iak	aminoglycoside N-acetyltransferase AAC(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_057493474.1	NG_047280.1
A7J11_04621	aac(6')-Iak	aac(6')-Iak	aminoglycoside N-acetyltransferase AAC(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_005418370.1	NG_052391.1
A7J11_04791	aac(6')-Iak	aac(6')-Iak	aminoglycoside N-acetyltransferase AAC(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_064239013.1	NG_052202.1
A7J11_04792	aac(6')-Iak	aac(6')-Iak	aminoglycoside N-acetyltransferase AAC(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_053461075.1	NG_052203.1
A7J11_04653	aac(6')-Ian	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_051139090.1	NG_052170.1
A7J11_02962	aac(6')-Ian	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_000960976.1	NG_047282.1
A7J11_04808	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_065187201.1	NG_052219.1
A7J11_04717	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846208.1	NG_052181.1
A7J11_04718	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846209.1	NG_052182.1
A7J11_04750	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846332.1	NG_052418.1
A7J11_01067	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840281.1	NG_047284.1
A7J11_00002	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840282.1	NG_047285.1
A7J11_00639	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840283.1	NG_047286.1
A7J11_01395	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063840319.1	NG_047289.1
A7J11_04535	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846249.1	NG_052274.1
A7J11_04538	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846291.1	NG_052349.1
A7J11_04329	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071593232.1	NG_052063.1
A7J11_00133	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_013250882.1	NG_047288.1
A7J11_04107	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_012695458.1	NG_051697.1
A7J11_04488	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846361.1	NG_052481.1
A7J11_04507	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_071846382.1	NG_052517.1
A7J11_04510	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846385.1	NG_052520.1
A7J11_04547	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063612062.1	NG_052358.1
A7J11_04573	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846373.1	NG_052503.1
A7J11_02522	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_022631510.1	NG_047291.1
A7J11_04601	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846254.1	NG_052283.1
A7J11_04615	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071846241.1	NG_052262.1
A7J11_04292	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071593200.1	NG_052024.1
A7J11_04670	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846262.1	NG_052303.1
A7J11_04726	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846281.1	NG_052328.1
A7J11_04327	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071593230.1	NG_052059.1
A7J11_04453	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846301.1	NG_052361.1
A7J11_04323	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063978482.1	NG_052057.1
A7J11_04816	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_022631162.1	NG_052535.1
A7J11_05293	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840280.1	NG_056043.1
A7J11_04828	aac(6')-Ib	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_071846335.1	NG_052628.1
A7J11_01099	aac(6')-Ib3	aac(6')-Ib	aminoglycoside N-acetyltransferase AAC(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_032488579.1	NG_051438.1
A7J11_04204	aac(6')-Ib4	aac(6')-Ib	aminoglycoside N-acetyltransferase AAC(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	WP_003159191.1	NG_051844.1
A7J11_04105	aac(6')-Ib'	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_014454105.1	NG_051695.1
A7J11_04693	aac(6')-Ib'	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	WP_071846329.1	NG_052414.1
A7J11_04802	aac(6')-Ib-cr	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_071846215.1	NG_052213.1
A7J11_04366	aac(6')-Ib-cr3	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr3	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_071766621.1	NG_052123.1
A7J11_04766	aac(6')-Ib-cr4	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr4	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_065187000.1	NG_052463.1
A7J11_04121	aac(6')-Ib-cr5	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_063840321.1	NG_051711.1
A7J11_02165	aac(6')-Ib-cr6	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr6	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_063840320.1	NG_047292.1
A7J11_04409	aac(6')-Ib-cr7	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr7	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	WP_071766399.1	NG_052086.1
A7J11_00546	aac(6')-Ib11	aac(6')-Ib11	aminoglycoside N-acetyltransferase AAC(6')-Ib11	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_032490438.1	NG_048578.1
A7J11_04576	aac(6')-Ib11	aac(6')-Ib11	aminoglycoside N-acetyltransferase AAC(6')-Ib11	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_069985732.1	NG_052506.1
A7J11_05086	aac(6')-Id	aac(6')-Id	aminoglycoside N-acetyltransferase AAC(6')-Id	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_085334908.1	NG_055007.1
A7J11_00410	aac(6')-If	aac(6')-If	aminoglycoside N-acetyltransferase AAC(6')-If	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_071593229.1	NG_047295.2
A7J11_04300	aac(6')-If	aac(6')-If	aminoglycoside N-acetyltransferase AAC(6')-If	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_048233550.1	NG_052054.1
